ÇàÁ¤±¸¿ªÄÚµå,state(han),city(han),city2(han),À§µµ,°æµµ,¹ßÇ¥½Ã°£,Ç³Çâ,Ç³¼Ó,±â¿Â,½Àµµ,°­¼ö·®
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-12 19:00:00,ºÏ¼­,1.6,32.2,52,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-12 20:00:00,ºÏ¼­,1.3,31.2,55,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-12 21:00:00,³²µ¿,2,29.8,67,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-12 22:00:00,ºÏµ¿,1.3,28.6,71,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-12 23:00:00,µ¿,1.9,28.2,75,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-13 00:00:00,³²µ¿,1.9,27.7,77,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-13 01:00:00,µ¿,1,27.2,79,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-13 02:00:00,³²µ¿,1.4,26.6,81,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-13 03:00:00,µ¿,1.1,26.2,82,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-13 04:00:00,³²µ¿,1,25.7,85,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-13 05:00:00,ºÏµ¿,0.4,25.2,87,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-13 06:00:00,µ¿,0.2,25.3,87,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-13 07:00:00,³²µ¿,1.1,26.1,84,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-13 08:00:00,µ¿,1,26.8,80,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-13 09:00:00,µ¿,0.6,27.9,76,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-13 10:00:00,ºÏ¼­,0.8,29.2,72,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-13 11:00:00,ºÏ¼­,1.4,31.4,68,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-13 12:00:00,ºÏ¼­,1.8,31.8,65,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-13 13:00:00,ºÏ,1.8,33.5,59,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-13 14:00:00,ºÏ¼­,1.4,32.6,60,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-13 15:00:00,³²µ¿,1.1,25.8,90,5
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-13 16:00:00,µ¿,1.5,26.6,84,0.5
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-13 17:00:00,³²µ¿,1.3,26.7,81,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-13 18:00:00,³²µ¿,1.3,26.2,85,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-13 19:00:00,ºÏµ¿,1,25.7,90,1.5
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-13 20:00:00,³²µ¿,1.9,25.8,86,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-13 21:00:00,ºÏµ¿,0.7,25.8,91,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-13 22:00:00,ºÏµ¿,0.9,25.8,90,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-13 23:00:00,µ¿,0.3,26.1,88,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-14 00:00:00,ºÏµ¿,1,25.8,90,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-14 01:00:00,ºÏµ¿,0.7,25.7,91,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-14 02:00:00,ºÏ,0.1,25.8,91,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-14 03:00:00,ºÏ¼­,0.8,25.9,90,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-14 04:00:00,µ¿,0.5,26,90,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-14 05:00:00,ºÏ¼­,1.3,26.2,89,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-14 06:00:00,ºÏ¼­,0.5,26.2,89,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-14 07:00:00,ºÏ¼­,0.7,26.4,88,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-14 08:00:00,ºÏ,0.7,27.4,85,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-14 09:00:00,µ¿,1,29.8,74,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-14 10:00:00,³²µ¿,1.8,31.4,63,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-14 11:00:00,³²µ¿,1.2,32.4,61,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-14 12:00:00,³²µ¿,1.3,32.6,62,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-14 13:00:00,³²µ¿,1.2,33.2,59,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-14 14:00:00,³²,1.6,33,57,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-14 15:00:00,³²µ¿,1.8,33.8,56,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-14 16:00:00,³²µ¿,1.6,34.5,54,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-14 17:00:00,³²µ¿,1.7,33.3,60,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-14 18:00:00,³²,2,32.4,64,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-14 19:00:00,³²,1.9,31.8,66,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-14 20:00:00,³²,1.5,31.4,66,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-14 21:00:00,³²µ¿,0.5,31,68,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-14 22:00:00,³²µ¿,0.9,30.5,69,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-14 23:00:00,³²,0.9,29.9,71,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-15 00:00:00,µ¿,0.3,29.1,76,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-15 01:00:00,³²µ¿,0.1,29.1,70,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-15 02:00:00,ºÏµ¿,0.7,29,69,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-15 03:00:00,³²µ¿,0.6,28.6,71,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-15 04:00:00,ºÏ¼­,1.4,28.2,72,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-15 05:00:00,ºÏ¼­,0.8,27.7,76,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-15 06:00:00,ºÏµ¿,1,27.8,77,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-15 07:00:00,ºÏµ¿,0.4,28,76,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-15 08:00:00,³²,0.9,29.7,68,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-15 09:00:00,³²µ¿,1.5,31.3,59,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-15 10:00:00,³²µ¿,1.6,31.7,58,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-15 11:00:00,µ¿,1.6,32.4,57,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-15 12:00:00,³²µ¿,2.4,33.4,53,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-15 13:00:00,³²,2.5,33.3,53,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-15 14:00:00,³²,1.9,33.6,53,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-15 15:00:00,³²,2.2,33.8,53,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-15 16:00:00,³²µ¿,2.5,33.7,52,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-15 17:00:00,³²,2.9,32.7,54,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-15 18:00:00,³²,2.1,32.1,54,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-15 19:00:00,³²µ¿,1.3,31.4,59,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-15 20:00:00,³²µ¿,1.3,31,58,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-15 21:00:00,³²,2.9,30.6,59,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-15 22:00:00,µ¿,1.4,29.9,64,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-15 23:00:00,³²µ¿,1.7,29.8,63,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-16 00:00:00,µ¿,2.2,29.7,64,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-16 01:00:00,³²µ¿,1.9,29.4,65,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-16 02:00:00,µ¿,1.2,29.5,64,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-16 03:00:00,µ¿,1.5,29,68,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-16 04:00:00,ºÏ¼­,1.3,27.1,83,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-16 05:00:00,ºÏ¼­,0.6,25.7,92,3
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-16 06:00:00,³²µ¿,0.3,25.4,94,3
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-16 07:00:00,ºÏ¼­,1.4,23.7,94,10.5
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-16 08:00:00,³²,1.4,23.1,96,21.5
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-16 09:00:00,ºÏ,0.5,23.8,95,1.5
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-16 11:00:00,ºÏ¼­,0.4,24.6,90,0.5
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-16 12:00:00,ºÏ¼­,0.9,25.1,88,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-16 13:00:00,ºÏ,0.4,25.8,87,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-16 14:00:00,ºÏ,1.2,25.4,91,1
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-16 15:00:00,µ¿,0.6,25.7,89,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-16 16:00:00,ºÏµ¿,0.5,25.4,91,1
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-16 17:00:00,ºÏ,1.6,25.5,88,0.5
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-16 18:00:00,ºÏ¼­,1.3,25.8,87,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-16 19:00:00,ºÏµ¿,0.2,25.5,90,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-16 20:00:00,ºÏµ¿,0.9,25.5,92,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-16 21:00:00,ºÏ,0.1,25.4,91,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-16 22:00:00,ºÏ,0.9,25.5,91,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-16 23:00:00,ºÏµ¿,1.1,25,93,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-17 00:00:00,ºÏ,0.1,25.1,93,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-17 01:00:00,ºÏµ¿,0.9,25,95,0.5
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-17 02:00:00,µ¿,0.4,25,95,0.5
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-17 03:00:00,µ¿,0.5,24.9,95,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-17 07:00:00,³²µ¿,1.4,24.4,90,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-17 08:00:00,³²µ¿,1.3,25.6,85,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-17 09:00:00,µ¿,1.8,26.8,75,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-17 10:00:00,³²µ¿,2,27.2,71,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-17 11:00:00,³²µ¿,2.3,27.1,72,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-17 12:00:00,µ¿,1.8,28.2,67,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-17 13:00:00,³²µ¿,1.7,28.9,61,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-17 14:00:00,³²µ¿,2.4,29.7,59,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-17 15:00:00,³²µ¿,2.6,30,61,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-17 16:00:00,³²µ¿,3.3,29.1,63,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-17 17:00:00,³²µ¿,3.5,28.3,67,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-17 18:00:00,³²µ¿,2,28.1,67,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-17 19:00:00,µ¿,2,26.2,80,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-17 20:00:00,³²,1.4,22.5,93,25.5
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-17 21:00:00,µ¿,0.3,23.3,92,1.5
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-17 22:00:00,³²,0.3,23.2,93,1.5
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-17 23:00:00,ºÏ,0.1,23.4,92,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-18 00:00:00,³²µ¿,1.7,23.4,90,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-18 01:00:00,³²µ¿,0.8,23.2,91,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-18 02:00:00,ºÏ,0.1,23.1,90,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-18 03:00:00,ºÏ,0.1,23.2,91,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-18 04:00:00,ºÏ,0.1,23.2,92,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-18 05:00:00,³²µ¿,0.6,23,92,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-18 06:00:00,ºÏ¼­,0.8,22.8,92,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-18 07:00:00,ºÏ¼­,0.6,23.3,89,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-18 08:00:00,ºÏ,1.1,23.7,85,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-18 09:00:00,¼­,0.8,25.3,74,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-18 10:00:00,³²¼­,0.8,27.6,58,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-18 11:00:00,ºÏ¼­,1.3,28.1,59,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-18 12:00:00,³²¼­,1.6,29.3,56,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-18 13:00:00,ºÏ¼­,1.2,28.8,51,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-18 14:00:00,³²¼­,1.6,30.9,43,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-18 15:00:00,³²,1.3,30.9,43,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-18 16:00:00,ºÏ,2.8,31,45,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-18 17:00:00,¼­,0.9,30.8,47,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-18 18:00:00,ºÏ¼­,2.3,29.9,53,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-18 19:00:00,ºÏ¼­,1.6,29.3,56,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-18 20:00:00,ºÏµ¿,1.3,28.3,62,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-18 21:00:00,ºÏ¼­,1.6,27.8,63,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-18 22:00:00,ºÏ,0.9,26.8,70,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-18 23:00:00,µ¿,0.6,26.5,71,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-19 00:00:00,ºÏµ¿,1,26.1,73,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-19 01:00:00,ºÏ,0.2,25.2,77,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-19 02:00:00,ºÏ¼­,1.4,25.1,78,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-19 03:00:00,ºÏ¼­,1.4,24.6,80,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-19 04:00:00,ºÏ¼­,1.1,24.1,82,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-19 05:00:00,ºÏ¼­,1.3,23.6,84,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-19 06:00:00,ºÏ¼­,1.2,23.4,85,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-19 07:00:00,ºÏ¼­,1,23.7,84,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-19 08:00:00,ºÏ¼­,1.6,24,83,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-19 09:00:00,ºÏ¼­,1.6,25.6,77,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-19 11:00:00,ºÏ¼­,1.6,29.8,57,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-19 12:00:00,µ¿,1.6,31.4,54,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-19 13:00:00,ºÏ¼­,2.1,30.7,60,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-19 14:00:00,µ¿,1.2,31.7,57,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2022-08-19 15:00:00,³²µ¿,1.2,32.7,56,0
